Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
820.62	0.558512	0.54525701	
820.82	0.55848958	0.54542447	
821.02	0.55854185	0.54559179	
821.22	0.55850654	0.54575896	
821.42	0.55832113	0.54592599	
821.62	0.55810565	0.54609288	
821.82	0.55847735	0.54625962	
822.02	0.55867816	0.54642621	
822.22	0.55903749	0.54659266	
822.42	0.55937273	0.54675897	
822.62	0.55954726	0.54692514	
822.82	0.55942149	0.54709116	
823.02	0.55960304	0.54725704	
823.22	0.55917359	0.54742277	
823.42	0.5588574	0.54758836	
823.62	0.55854429	0.54775381	
823.82	0.55832429	0.54791912	
824.02	0.55850831	0.54808428	
824.22	0.55890402	0.5482493	
824.42	0.5584895	0.54841418	
824.62	0.55862368	0.54857891	
824.82	0.55839339	0.5487435	
825.02	0.55822229	0.54890795	
825.22	0.5582829	0.54907226	
825.42	0.5587346	0.54923643	
825.62	0.55905666	0.54940045	
825.82	0.55982457	0.54956434	
826.02	0.56040807	0.54972808	
826.22	0.56104183	0.54989168	
826.42	0.56140882	0.55005513	
826.62	0.56130244	0.55021845	
826.82	0.56161141	0.55038163	
827.02	0.5621297	0.55054466	
827.22	0.56199186	0.55070756	
827.42	0.56202787	0.55087031	
827.62	0.56221923	0.55103292	
827.82	0.5623626	0.5511954	
828.02	0.56271368	0.55135773	
828.22	0.56269522	0.55151992	
828.42	0.56233055	0.55168197	
828.62	0.56300753	0.55184389	
828.82	0.56290909	0.55200566	
829.02	0.56285351	0.55216729	
829.22	0.56304109	0.55232878	
829.42	0.56344767	0.55249014	
829.62	0.56360051	0.55265135	
829.82	0.56370977	0.55281242	
830.02	0.56385021	0.55297336	
830.22	0.56416586	0.55313416	
830.42	0.56403247	0.55329481	
830.62	0.56461961	0.55345533	
830.82	0.56542469	0.55361571	
831.02	0.56596055	0.55377595	
831.22	0.56622039	0.55393606	
831.42	0.56646847	0.55409602	
831.62	0.56685655	0.55425585	
831.82	0.56657403	0.55441554	
832.02	0.5668749	0.55457509	
832.22	0.56737477	0.5547345	
832.42	0.56758783	0.55489377	
832.62	0.56809017	0.55505291	
832.82	0.56768915	0.55521191	
833.02	0.56803887	0.55537077	
833.22	0.56793547	0.5555295	
833.42	0.56790712	0.55568809	
833.62	0.56763436	0.55584654	
833.82	0.56730376	0.55600485	
834.02	0.56764036	0.55616303	
834.22	0.56798492	0.55632107	
834.42	0.56819383	0.55647897	
834.62	0.56891267	0.55663674	
834.82	0.56902067	0.55679437	
835.02	0.56900455	0.55695187	
835.22	0.56904265	0.55710923	
835.42	0.56922571	0.55726645	
835.62	0.56936599	0.55742354	
835.82	0.56946547	0.55758049	
836.02	0.57025166	0.55773731	
836.22	0.57082977	0.55789399	
836.42	0.57094175	0.55805053	
836.62	0.57113114	0.55820694	
836.82	0.57156928	0.55836322	
837.02	0.57176953	0.55851936	
837.22	0.57181584	0.55867537	
837.42	0.57230606	0.55883124	
837.62	0.57298655	0.55898697	
837.82	0.57337365	0.55914257	
838.02	0.57347263	0.55929804	
838.22	0.57354523	0.55945337	
838.42	0.57359378	0.55960857	
838.62	0.57342583	0.55976364	
838.82	0.5736113	0.55991857	
839.02	0.57358064	0.56007336	
839.22	0.57373308	0.56022802	
